txtFornecedor,vlrLiquido
COMERCIAL AMAZONIA DE PETROLEO LTDA,150.06
COMERCIAL AMAZONIA DE PETROLEO LTDA,70.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,50.0
COMERCIAL AMAZONIA DE PETROLEO LTDA,50.0
DOIS PINHEIROS AUTO POSTO LTDA,178.03
DOIS PINHEIROS AUTO POSTO LTDA,264.07
DOIS PINHEIROS AUTO POSTO LTDA,131.38
DRA4 DERIVADOS DE PETROLEO LTDA,260.0
fernandes e pinto de combustiveis ltda,243.75
FERNANDO WINTER - EPP,219.7
FERNANDO WINTER - EPP,264.04
FERNANDO WINTER - EPP,300.0
FERNANDO WINTER - EPP,269.52
FERNANDO WINTER - EPP,149.15
FRATELLI POSTO DE COMBUSTIVEIS LTDA,211.42
KIRST COMERCIO DE COMBUSTIVEIS LTDA,199.33
L&S VEICULOS E COMBUSTIVEIS LTDA,935.29
MONTE LIBANO AUTO POSTO LTDA,144.14
MORRO AZUL COMERCIO DE PETROLEO LTDA,208.57
MORRO AZUL COMERCIO DE PETROLEO LTDA,50.0
MORRO AZUL COMERCIO DE PETROLEO LTDA,210.05
Posto da Divisa Ltda,184.09
Posto Monte Sinai LTDA,120.0
Posto Monte Sinai LTDA,130.07
POSTO NUNES LTDA,185.03
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,90.15
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,152.28
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,163.8
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,90.0
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,140.0
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,220.02
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,279.08
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,150.15
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,116.36
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,203.34
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,143.0
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,205.2
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,115.63
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,224.22
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,200.0
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,263.13
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,200.0
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,133.49
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,215.65
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,385.49
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,415.04
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,215.66
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,165.17
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,571.43
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,220.0
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,164.1
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,120.0
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,228.0
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,236.07
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,1683.25
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,169.61
SEIBEL FREITAG COMERCIO DE COMBUSTIVEL LTDA,165.0
MAIKEL OSVALDO CLEMENTE EIRELI,14900.0
MAIKEL OSVALDO CLEMENTE EIRELI,11500.0
MAIKEL OSVALDO CLEMENTE EIRELI,14500.0
MAIKEL OSVALDO CLEMENTE EIRELI,11500.0
MAIKEL OSVALDO CLEMENTE EIRELI,11500.0
MAIKEL OSVALDO CLEMENTE EIRELI,14900.0
MAIKEL OSVALDO CLEMENTE EIRELI,9500.0
MAIKEL OSVALDO CLEMENTE EIRELI,9500.0
MAIKEL OSVALDO CLEMENTE EIRELI,14500.0
AZUL LINHAS AÉREAS INTELIGENTES S.A,620.1
AZUL LINHAS AÉREAS INTELIGENTES S.A,698.13
Claro S.A,103.98
CLARO S.A,163.84
CLARO S.A,160.5
Claro S.A,103.98
Claro S.A,154.97
Claro S/A,164.82
Claro S/A,164.82
Claro S/A,164.82
Claro S/A,156.13
Claro SA,172.3
Claro SA,154.44
RAMAL,1.25
RAMAL,11.91
RAMAL,2.03
RAMAL,0.08
RAMAL,0.23
RAMAL,0.17
RAMAL,1.48
RAMAL,0.39
RAMAL,1.99
RAMAL,1.91
RAMAL,3.12
Telefônica Brasil S. A. VIVO,1479.97
Telefônica Brasil S. A. VIVO/GVT,143.19
Telefônica Brasil S.A. VIVO,1479.97
Telefônica Brasil S.A. VIVO,1479.97
Telefônica Brasil S.A. VIVO,1389.98
Telefônica Brasil S.A. VIVO,1389.95
Telefônica Brasil S.A. VIVO,1389.98
vivo,1405.82
CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL,16.05
CORREIOS - SEDEX CONVENCIONAL,35.46
SILT SELF SERVICE EIRELI ME,49.89
SILT SELF SERVICE EIRELI ME,55.53
SILT SELF SERVICE EIRELI ME,61.3
SILT SELF SERVICE EIRELI ME,82.51
SILT SELF SERVICE EIRELI ME,79.93
SILT SELF SERVICE EIRELI ME,46.54
SILT SELF SERVICE EIRELI ME,67.23
SILT SELF SERVICE EIRELI ME,26.04
DALETH VEICULOS LTDA EPP,1680.0
DALETH VEICULOS LTDA EPP,4200.0
DALETH VEICULOS LTDA EPP,4200.0
DALETH VEICULOS LTDA EPP,4200.0
DALETH VEICULOS LTDA EPP,4200.0
DALETH VEICULOS LTDA EPP,4200.0
DALETH VEICULOS LTDA EPP,4200.0
DALETH VEICULOS LTDA EPP,4200.0
DALETH VEICULOS LTDA EPP,4200.0
DALETH VEICULOS LTDA EPP,4200.0
DALETH VEICULOS LTDA EPP,4200.0
DALETH VEICULOS LTDA EPP,2520.0
DALETH VEICULOS LTDA EPP,4200.0
EFRAIM SERVICOS E LOCACAO DE VEICULOS LTDA,3150.0
EFRAIM SERVICOS E LOCACAO DE VEICULOS LTDA,6300.0
EFRAIM SERVICOS E LOCACAO DE VEICULOS LTDA,6300.0
EFRAIM SERVICOS E LOCACAO DE VEICULOS LTDA,6300.0
EFRAIM SERVICOS E LOCACAO DE VEICULOS LTDA,6300.0
EFRAIM SERVICOS E LOCACAO DE VEICULOS LTDA,6300.0
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,4.6
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,3.3
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,4.6
Cia Aérea - AZUL,662.85
Cia Aérea - AZUL,1924.47
Cia Aérea - AZUL,1974.47
Cia Aérea - AZUL,471.35
Cia Aérea - AZUL,657.85
Cia Aérea - AZUL,501.4
Cia Aérea - AZUL,1063.35
Cia Aérea - AZUL,826.35
Cia Aérea - AZUL,678.85
Cia Aérea - AZUL,1188.85
Cia Aérea - AZUL,682.85
Cia Aérea - AZUL,454.35
Cia Aérea - AZUL,662.85
Cia Aérea - AZUL,350.0
Cia Aérea - AZUL,2134.47
Cia Aérea - AZUL,558.85
Cia Aérea - AZUL,688.57
Cia Aérea - AZUL,728.57
Cia Aérea - AZUL,620.85
Cia Aérea - AZUL,2130.57
Cia Aérea - AZUL,761.35
Cia Aérea - AZUL,249.35
Cia Aérea - AZUL,1062.57
Cia Aérea - AZUL,826.4
Cia Aérea - AZUL,382.35
Cia Aérea - AZUL,462.35
Cia Aérea - AZUL,472.57
Cia Aérea - AZUL,507.57
Cia Aérea - AZUL,791.4
Cia Aérea - AZUL,657.85
Cia Aérea - AZUL,2130.57
Cia Aérea - AZUL,1635.57
Cia Aérea - AZUL,646.35
Cia Aérea - AZUL,558.85
MARKA GRAFICA E COPIADORA LTDA,30000.0
MARKA GRAFICA E COPIADORA LTDA,30000.0
TIPO AGENCIA DE PUBLICIDADE LTDA ME,15000.0
TIPO AGENCIA DE PUBLICIDADE LTDA ME,15000.0
TIPO AGENCIA DE PUBLICIDADE LTDA ME,15000.0
TIPO AGENCIA DE PUBLICIDADE LTDA ME,15000.0
CELULAR FUNCIONAL,107.24
CELULAR FUNCIONAL,582.15
CELULAR FUNCIONAL,107.24
CELULAR FUNCIONAL,582.15
CELULAR FUNCIONAL,107.24
CELULAR FUNCIONAL,107.24
CELULAR FUNCIONAL,582.15
CELULAR FUNCIONAL,582.15
CELULAR FUNCIONAL,107.24
CELULAR FUNCIONAL,351.15
RAMAL,6.43
RAMAL,8.36
RAMAL,4.92
RAMAL,4.48
RAMAL,2.12
CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL,13.0
CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL,110.75
CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL,155.05
CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL,66.45
CORREIOS - SEDEX CONVENCIONAL,107.7
CORREIOS - SEDEX CONVENCIONAL,1083.84
CORREIOS - SEDEX CONVENCIONAL,737.96
CORREIOS - SEDEX CONVENCIONAL,543.36
CORREIOS - SEDEX CONVENCIONAL,693.04
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA,7000.0
MODERNA PRODUTOS IMPORTADOS E NACIONAIS LTDA ME,4000.0
TAM,31.57
TAM,489.72
TAM,273.41
A NOGUEIRA DA SILVA - EP,120.03
AUTO POSTO CINCO ESTRELAS LTDA,205.21
AUTO POSTO MAGALHAES,338.12
AUTO POSTO PORTO LTDA,200.01
BELIZE COMPANY AUTO POSTO LTDA,229.73
COM DE DERIV DE PETROLEO BALDUINO LTDA,170.08
COOPERATIVA DOS PRODUTORES DE LEITE DE CAMPINAPOLIS,195.01
JGJ COMERCIO DE PETROLEO LTDA,217.73
JGJ COMERCIO DE PETROLEO LTDA,221.55
POSTO BONITÃO,50.0
POSTO CHAPADAO,217.03
POSTO DA TORRE EIRELI EPP,230.04
POSTO DE GASOLINA DOS ANOES LTDA,150.0
POSTO MONEY MONEY LTDA EPP,210.03
POSTO TAPERAO LTDA,222.13
Rede Mais Comercio de Combustiveis Ltda,210.04
CELULAR FUNCIONAL,231.0
CELULAR FUNCIONAL,107.24
CELULAR FUNCIONAL,582.15
CELULAR FUNCIONAL,107.24
RAMAL,6.98
RAMAL,11.18
RAMAL,7.81
CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL,155.05
CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL,16.05
CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL,16.05
CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL,8.15
CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL,110.1
CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL,6.3
CORREIOS - ENVELOPE BÁSICO/CONVENCIONAL - PLÁSTICO/BOLHA,6.4
CORREIOS - SEDEX CONVENCIONAL,50.03
CORREIOS - SEDEX CONVENCIONAL,264.92
CORREIOS - SEDEX CONVENCIONAL,86.73
CORREIOS - SEDEX CONVENCIONAL,34.61
CORREIOS - SEDEX CONVENCIONAL,125.84
CORREIOS - SEDEX CONVENCIONAL,511.92
CORREIOS - SEDEX CONVENCIONAL,212.14
CORREIOS - SEDEX CONVENCIONAL,52.93
CORREIOS - SEDEX CONVENCIONAL,863.68
CORREIOS - SEDEX CONVENCIONAL,725.98
CORREIOS - SEDEX CONVENCIONAL,50.03
CORREIOS - SEDEX CONVENCIONAL,36.05
A VARANDA - RESTAURANTE E LANCHONETE LTDA - ME,66.0
BAR DAS AGUAS LTDA,114.8
CHURASCARIA BOI GRILL,60.9
J & U COMERCIO DE ALIMENTOS LTDA,41.8
MQ DE ANDRADE LTDA,103.3
PBJM COMERCIO DE GENEROS ALIMENTICIOS LTDA,90.08
RESTAURANTE DAS MINAS LTDA,51.81
RESTAURANTE DAS MINAS LTDA,50.22
SERRA DO RONCADOR HOTELARIA LTDA,162.0
Rota do Oeste,4.1
Rota do Oeste,4.1
Rota do Oeste,4.1
Rota do Oeste,4.1
Rota do Oeste,4.1
Rota do Oeste,4.1
Rota do Oeste,5.1
Rota do Oeste,4.1
Rota do Oeste,4.1
Rota do Oeste,4.1
Rota do Oeste,4.1
Rota do Oeste,4.1
Rota do Oeste,5.1
Rota do Oeste,4.1
Rota do Oeste,4.1
Rota do Oeste,4.1
TAM,116.58
AMORETTO CAFES EXPRESSO LTDA,563.2
ANDREA MELLO PONCIONI,3500.0
ANDREA MELLO PONCIONI,3500.0
ANDREA MELLO PONCIONI,3500.0
ANDREA MELLO PONCIONI,3500.0
ANDREA MELLO PONCIONI,3500.0
ANDREA MELLO PONCIONI,3500.0
ANDREA MELLO PONCIONI,3500.0
CONDOMÍNIO EDÍFICIL COMERCIAL CONCORDE,403.09
CONDOMÍNIO EDÍFICIL COMERCIAL CONCORDE,425.6
CONDOMÍNIO EDÍFICIL COMERCIAL CONCORDE,441.89
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,405.01
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,486.1
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,557.1
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,629.37
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,516.8
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,619.93
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,487.65
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,503.92
LIDER PRINT LOCADORA DE EQUIPAMENTOS DE INFORMATICA LTDA,160.0
LIDER PRINT LOCADORA DE IMPRESSORAS LTDA - ME,160.0
LIDER PRINT LOCADORA DE IMPRESSORAS LTDA - ME,160.0
LIDER PRINT LOCADORA DE IMPRESSORAS LTDA - ME,160.0
LIDER PRINT LOCADORA DE IMPRESSORAS LTDA - ME,160.0
LIDER PRINT LOCADORA DE IMPRESSORAS LTDA - ME,160.0
Plena Informatica Ltda,50.6
AUTO POSTO 305 SUL LTDA,148.19
AUTO POSTO 305 SUL LTDA,507.52
AUTO POSTO 305 SUL LTDA,491.98
AUTO POSTO 305 SUL LTDA,433.25
AUTO POSTO 305 SUL LTDA,166.24
AUTO POSTO 305 SUL LTDA,161.1
AUTO POSTO 305 SUL LTDA,488.64
AUTO POSTO 305 SUL LTDA,380.28
AUTO POSTO 305 SUL LTDA,531.52
AUTO POSTO MARTINAO,363.04
Auto Posto N01 Ltda,275.43
AUTO POSTO NORTAO ITAUBA LTDA,318.1
AUTO POSTO PARANATINGA LTDA,334.04
AUTO POSTO TIBIRISSA LTDA,357.75
BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,249.52
BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,200.0
BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,200.0
BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,320.1
BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,294.14
BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,221.04
BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,287.98
BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,315.67
BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,303.64
BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,319.41
BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,304.79
BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,299.02
BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,313.02
BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,234.73
COMBUSTIVEIS E LUBRIFICANTES BUSSOLARO LTDA,285.82
DENICOLO COMERCIO DE COMBUSTIVEIS LTDA,387.27
DENICOLO COMERCIO DE COMBUSTIVEIS LTDA,244.0
DENICOLO COMERCIO DE COMBUSTIVEIS LTDA,276.39
DENICOLO COMERCIO DE COMBUSTIVEIS LTDA,315.01
DENICOLO COMERCIO DE COMBUSTIVEIS LTDA,286.52
DENICOLO COMERCIO DE COMBUSTIVEIS LTDA,358.4
DENICOLO COMERCIO DE COMBUSTIVEIS LTDA,380.07
DENICOLO COMERCIO DE COMBUSTIVEIS LTDA,200.0
DENICOLO COMERCIO DE COMBUSTIVEIS LTDA,322.01
DENICOLO COMERCIO DE COMBUSTIVEIS LTDA,375.06
DENICOLO COMERCIO DE COMBUSTIVEIS LTDA,371.11
DENICOLO COMERCIO DE COMBUSTIVEIS LTDA,150.01
DENICOLO COMERCIO DE COMBUSTIVEIS LTDA,225.15
DENICOLO COMERCIO DE COMBUSTIVEIS LTDA,371.64
DENICOLO COMERCIO DE COMBUSTIVEIS LTDA,229.03
MAB AUTO POSTO LTDA,336.48
PETRO KF COMERCIO DE COMBUSTIVEIS LTDA,170.01
PETRO KF COMERCIO DE COMBUSTIVEIS LTDA,257.05
PETRO KF COMERCIO DE COMBUSTIVEIS LTDA,302.79
PETRO KF COMERCIO DE COMBUSTIVEIS LTDA,175.04
PETRO KF COMERCIO DE COMBUSTIVEIS LTDA,260.0
PETRO KF COMERCIO DE COMBUSTIVEIS LTDA,305.69
PETRO KF COMERCIO DE COMBUSTIVEIS LTDA,340.06
PETRO KF COMERCIO DE COMBUSTIVEIS LTDA,150.0
PETRO KF COMERCIO DE COMBUSTIVEIS LTDA,238.35
PETRO KF COMERCIO DE COMBUSTIVEIS LTDA,298.06
PETRO KF COMERCIO DE COMBUSTIVEIS LTDA,315.01
PETRO KF COMERCIO DE COMBUSTIVEIS LTDA,309.0
PRIME COMERCIO DE COMBUSTIVEIS EIRELI - ME,247.01
TIBIRISSA COMERCIO DE COMBUSTIVEIS LTDA,250.01
TICO TICO POSTO DE SERVICOS LTDA,295.2
TICO TICO POSTO DE SERVICOS LTDA,200.02
TICO TICO POSTO DE SERVICOS LTDA,316.25
TICO TICO POSTO DE SERVICOS LTDA,368.68
TICO TICO POSTO DE SERVICOS LTDA,359.4
TICO TICO POSTO DE SERVICOS LTDA,262.29
ADEMILSON ROBERTO ARAUJO 75985667987,1500.0
ALANA CASANOVA,7000.0
UP - COMUNICAÇÃO & MARKETING DIGITAL,12000.0
UP - COMUNICAÇÃO & MARKETING DIGITAL,5000.0
UP - COMUNICAÇÃO & MARKETING DIGITAL,7000.0
UP - COMUNICAÇÃO & MARKETING DIGITAL,7000.0
UP - COMUNICAÇÃO & MARKETING DIGITAL,7000.0
UP - COMUNICAÇÃO & MARKETING DIGITAL,7000.0
UP - COMUNICAÇÃO & MARKETING DIGITAL,7000.0
CLARO S.A.,234.99
CLARO S.A.,234.99
CLARO S.A.,234.99
CLARO S.A.,241.83
CLARO S.A.,234.99
CLARO S.A.,236.93
CLARO S.A.,235.98
RAMAL,13.21
RAMAL,8.78
RAMAL,10.16
RAMAL,6.89
RAMAL,16.65
RAMAL,7.33
RAMAL,8.21
CORREIOS - CARTA REGISTRADA COM AR,21.05
ARAGUAIA PALACE HOTEL LTDA - ME,115.0
ARAGUAIA PALACE HOTEL LTDA - ME,115.0
DELCARO E CIA LTDA,140.0
Endragon Hotelaria e Participações Ltda,400.0
HOTEL E RESTAURANTE MINAS GERAIS,100.0
HOTEL E RESTAURANTE MINAS GERAIS,100.0
PORTAL DO XINGU BUSINESS HOTEL EIRELLI - ME,279.0
POUSADA SOL DE VERÃO LTDA,200.0
SERRA DO RONCADOR HOTELARIA LTDA,200.0
PANTANAL VEÍCULOS LTDA,7700.0
PANTANAL VEÍCULOS LTDA,4000.0
PANTANAL VEÍCULOS LTDA,4000.0
PANTANAL VEÍCULOS LTDA,7700.0
PANTANAL VEÍCULOS LTDA,4000.0
PANTANAL VEÍCULOS LTDA,7700.0
PANTANAL VEÍCULOS LTDA,4000.0
PANTANAL VEÍCULOS LTDA,7700.0
PANTANAL VEÍCULOS LTDA,7700.0
PANTANAL VEÍCULOS LTDA,4000.0
PANTANAL VEÍCULOS LTDA,4000.0
PANTANAL VEÍCULOS LTDA,7700.0
PANTANAL-VEICULOS LTDA,4000.0
PANTANAL-VEICULOS LTDA,7700.0
CENTRO DE GESTÃO DE MEIOS DE PGTO. LTDA. - SEM PARAR,229.86
CENTRO DE GESTÃO DE MEIOS DE PGTO. LTDA. - SEM PARAR,138.16
CENTRO DE GESTÃO DE MEIOS DE PGTO. LTDA. - SEM PARAR,170.56
GOL,32.95
GOL,31.57
Adobe Systems Software,224.0
Adobe Systems Software,350.0
Adobe Systems Software,224.0
Adobe Systems Software,224.0
Adobe Systems Software,224.0
Adobe Systems Software,224.0
Adobe Systems Software,344.73
Adobe Systems Software,350.0
Adobe Systems Software,224.0
Adobe Systems Software,224.0
Adobe Systems Software,350.0
Adobe Systems Software,224.0
CENTRO EMPRESARIAL MARUANÃ,379.27
CENTRO EMPRESARIAL MARUANÃ,349.45
CENTRO EMPRESARIAL MARUANÃ,408.46
CENTRO EMPRESARIAL MARUANÃ,406.11
CENTRO EMPRESARIAL MARUANÃ,415.45
CID IMOVEIS,1900.0
CID IMOVEIS,1903.3
CID IMOVEIS,1903.3
CID IMOVEIS,1900.0
CID IMOVEIS,1900.0
CID IMOVEIS,102.91
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,307.95
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,318.16
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,583.19
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,152.47
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,120.28
ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,303.91
TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA-ME,379.0
TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA-ME,379.0
TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA-ME,379.0
TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA-ME,379.0
TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA-ME,379.0
TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA-ME,379.0
TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA-ME,379.0
WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME,306.8
WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME,361.5
WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME,614.6
021 - 204 SUL CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,100.0
060 - CANAA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,100.0
063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,100.0
063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,100.0
063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,100.0
A C F SILVA GATTO & CIA LTDA,300.02
America Auto Posto Ltda F01,248.01
America Auto Posto Ltda F01,277.55
America Auto Posto Ltda F01,230.0
America Auto Posto Ltda F01,148.78
America Auto Posto Ltda F01,100.0
America Auto Posto Ltda F01,199.58
America Auto Posto Ltda F01,193.15
America Auto Posto Ltda F01,211.3
America Auto Posto Ltda F01,177.31
America Auto Posto Ltda F01,200.0
America Auto Posto Ltda F01,250.0
America Auto Posto Ltda F01,116.88
America Auto Posto Ltda F01,184.48
America Auto Posto Ltda F01,188.83
America Auto Posto Ltda F01,250.0
America Auto Posto Ltda F01,150.0
America Auto Posto Ltda F01,179.52
America Auto Posto Ltda F01,200.0
America Auto Posto Ltda F01,300.0
America Auto Posto Ltda F01,198.01
America Auto Posto Ltda F01,170.03
America Auto Posto Ltda F01,250.0
America Auto Posto Ltda F01,150.5
America Auto Posto Ltda F01,199.05
America Auto Posto Ltda F01,290.0
America Auto Posto Ltda F01,200.0
AUTO POSTO 303 NORTE LTDA,150.0
AUTO POSTO AGUAS CLARAS LTDA - ADE 600,50.0
AUTO POSTO ARENA COMERC DE COMB LTDA,148.08
AUTO POSTO CINCO ESTRELAS LTDA,100.0
AUTO POSTO CINCO ESTRELAS LTDA,100.0
AUTO POSTO CINCO ESTRELAS LTDA,150.0
AUTO POSTO CINCO ESTRELAS LTDA,100.0
AUTO POSTO CONCORDE LTDA,150.0
AUTO POSTO CONCORDE LTDA,150.0
AUTO POSTO CONCORDE LTDA,150.0
AUTO POSTO CONFRESA,243.03
AUTO POSTO CUIABA PETRO LTDA,100.0
AUTO POSTO CUIABA PETRO LTDA,100.01
AUTO POSTO CUIABA PETRO LTDA,190.17
AUTO POSTO DA GUIA LTDA,200.0
AUTO POSTO DRACENA,123.64
AUTO POSTO ESQUINA LIMITADA,100.0
AUTO POSTO GOLDEN GAS 202 LTDA,150.0
Auto Posto Gontijo Ltda,80.0
AUTO POSTO NOVA DECADA LTDA,140.69
AUTO POSTO NOVA DECADA LTDA,187.57
AUTO POSTO NOVA DECADA LTDA,151.73
AUTO POSTO PETROBRASILIA LTDA,100.0
AUTO POSTO TIBIRISSA III LTDA,231.05
AUTO POSTO UNIAO,311.23
B E M COMERCIAL DE COMB E LUBRIF LTDA,300.0
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,50.0
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,100.0
CIDADE COMER COMBUSTIVEIS EPP,125.02
CINCO COM DE COMB LTDA,150.0
CMKS COMERCIO DE DERIVADOS DE PETROLEO LTDA,150.0
CMKS COMERCIO DE DERIVADOS DE PETROLEO LTDA,150.0
CMKS COMERCIO DE DERIVADOS DE PETROLEO LTDA,150.0
CMKS COMERCIO DE DERIVADOS DE PETROLEO LTDA,150.0
CMKS COMERCIO DE DERIVADOS DE PETROLEO LTDA,150.0
CMKS COMERCIO DE DERIVADOS DE PETROLEO LTDA,100.0
CMKS COMERCIO DE DERIVADOS DE PETROLEO LTDA,150.0
CMKS COMERCIO DE DERIVADOS DE PETROLEO LTDA,150.0
COM DE COMBUSTIVEIS DOM AQUINO LTDA ME,156.0
COM DE DERIV DE PETROLEO BALDUINO LTDA,300.03
COM. DE PETROLEO F CORREA LTDA,70.0
COMERCIAL AMAZONIA 09 DE PETROLEO EIRELI,191.48
COMERCIAL DE COMBUSTIVEIS PARAISO LTDA,123.02
COMERCIAL DE COMBUSTIVEL DIAMANTINO LTDA,149.83
COMERCIAL DE COMBUSTÍVEL MAM LTDA,150.0
COMERCIAL DE COMBUSTÍVEL MAM LTDA,150.0
COMERCIAL DE COMBUSTÍVEL MAM LTDA,100.0
COMLUC COMERCIO DE LUBRIFICANTES E COMBUSTIVEIS LTDA,348.16
COMLUC COMERCIO DE LUBRIFICANTES E COMBUSTIVEIS LTDA,206.01
CONCORDIA COMERCIO DE COMBUSTIVEIS LTDA,388.73
D E CERUTTI & CIA LTDA,228.36
D E CERUTTI & CIA LTDA,301.02
D E CERUTTI & CIA LTDA,274.69
D E CERUTTI & CIA LTDA,261.0
D E CERUTTI & CIA LTDA,158.01
ECCOMANIA COM DE COMB E DERIV DE PETROLEO EIRELI,317.98
